id,name,members,limit
753,Cadava berries,False,600.0
800,Bronze thrownaxe,True,7000.0
801,Iron thrownaxe,True,7000.0
802,Steel thrownaxe,True,7000.0
803,Mithril thrownaxe,True,7000.0
804,Adamant thrownaxe,True,11000.0
805,Rune thrownaxe,True,11000.0
806,Bronze dart,True,7000.0
807,Iron dart,True,7000.0
808,Steel dart,True,7000.0
809,Mithril dart,True,7000.0
810,Adamant dart,True,11000.0
811,Rune dart,True,11000.0
812,Bronze dart(p),True,7000.0
813,Iron dart (p),True,7000.0
814,Steel dart(p),True,7000.0
815,Mithril dart(p),True,7000.0
816,Adamant dart(p),True,11000.0
817,Rune dart(p),True,11000.0
819,Bronze dart tip,True,13000.0
820,Iron dart tip,True,13000.0
821,Steel dart tip,True,13000.0
822,Mithril dart tip,True,20000.0
823,Adamant dart tip,True,20000.0
824,Rune dart tip,True,11000.0
825,Bronze javelin,True,7000.0
826,Iron javelin,True,7000.0
827,Steel javelin,True,7000.0
828,Mithril javelin,True,7000.0
829,Adamant javelin,True,11000.0
830,Rune javelin,True,11000.0
831,Bronze javelin(p),True,7000.0
832,Iron javelin(p),True,7000.0
833,Steel javelin(p),True,7000.0
834,Mithril javelin(p),True,7000.0
835,Adamant javelin(p),True,11000.0
836,Rune javelin(p),True,7000.0
837,Crossbow,False,125.0
839,Longbow,False,18000.0
841,Shortbow,False,18000.0
843,Oak shortbow,False,18000.0
845,Oak longbow,False,18000.0
847,Willow longbow,False,18000.0
849,Willow shortbow,False,18000.0
851,Maple longbow,False,18000.0
853,Maple shortbow,False,18000.0
855,Yew longbow,True,18000.0
857,Yew shortbow,True,18000.0
859,Magic longbow,True,18000.0
861,Magic shortbow,True,18000.0
863,Iron knife,True,7000.0
864,Bronze knife,True,7000.0
865,Steel knife,True,7000.0
866,Mithril knife,True,7000.0
867,Adamant knife,True,11000.0
868,Rune knife,True,11000.0
869,Black knife,True,7000.0
870,Bronze knife(p),True,7000.0
871,Iron knife(p),True,7000.0
872,Steel knife(p),True,7000.0
873,Mithril knife(p),True,7000.0
874,Black knife(p),True,7000.0
875,Adamant knife(p),True,11000.0
876,Rune knife(p),True,7000.0
877,Bronze bolts,False,7000.0
878,Bronze bolts (p),True,11000.0
879,Opal bolts,True,11000.0
880,Pearl bolts,True,11000.0
881,Barbed bolts,True,7000.0
882,Bronze arrow,False,7000.0
883,Bronze arrow(p),True,7000.0
884,Iron arrow,False,7000.0
885,Iron arrow(p),True,7000.0
886,Steel arrow,False,7000.0
887,Steel arrow(p),True,7000.0
888,Mithril arrow,False,7000.0
889,Mithril arrow(p),True,7000.0
890,Adamant arrow,False,11000.0
891,Adamant arrow(p),True,11000.0
892,Rune arrow,True,11000.0
893,Rune arrow(p),True,11000.0
946,Knife,False,40.0
948,Bear fur,False,18000.0
950,Silk,False,18000.0
952,Spade,False,40.0
954,Rope,False,250.0
958,Grey wolf fur,True,18000.0
960,Plank,False,13000.0
962,Christmas cracker,False,50.0
970,Papyrus,True,13000.0
973,Charcoal,False,13000.0
975,Machete,True,15.0
981,Disk of returning,False,50.0
983,Brass key,False,15.0
985,Tooth half of key,True,11000.0
987,Loop half of key,True,11000.0
989,Crystal key,True,11000.0
991,Muddy key,False,11000.0
993,Sinister key,True,11000.0
1005,White apron,False,150.0
1007,Red cape,False,150.0
1009,Brass necklace,False,150.0
1011,Blue skirt,False,150.0
1013,Pink skirt,False,150.0
1015,Black skirt,False,150.0
1017,Wizard hat,False,125.0
1019,Black cape,False,150.0
1021,Blue cape,False,150.0
1023,Yellow cape,False,150.0
1025,Right eye patch,True,150.0
1027,Green cape,False,150.0
1029,Purple cape,False,150.0
1031,Orange cape,False,150.0
1033,Zamorak monk bottom,False,15.0
1035,Zamorak monk top,False,15.0
1038,Red partyhat,False,5.0
1040,Yellow partyhat,False,5.0
1042,Blue partyhat,False,5.0
1044,Green partyhat,False,5.0
1046,Purple partyhat,False,5.0
1048,White partyhat,False,5.0
1050,Santa hat,False,5.0
1053,Green halloween mask,False,5.0
1055,Blue halloween mask,False,5.0
1057,Red halloween mask,False,5.0
1059,Leather gloves,False,125.0
1061,Leather boots,False,125.0
1063,Leather vambraces,False,125.0
1065,Green d'hide vambraces,False,125.0
1067,Iron platelegs,False,125.0
1069,Steel platelegs,False,125.0
1071,Mithril platelegs,False,125.0
1073,Adamant platelegs,False,125.0
1075,Bronze platelegs,False,125.0
1077,Black platelegs,False,125.0
1079,Rune platelegs,False,70.0
1081,Iron plateskirt,False,125.0
1083,Steel plateskirt,False,125.0
1085,Mithril plateskirt,False,125.0
1087,Bronze plateskirt,False,125.0
1089,Black plateskirt,False,125.0
1091,Adamant plateskirt,False,125.0
1093,Rune plateskirt,False,70.0
1095,Leather chaps,False,125.0
1097,Studded chaps,False,125.0
1099,Green d'hide chaps,False,125.0
1101,Iron chainbody,False,125.0
1103,Bronze chainbody,False,125.0
1105,Steel chainbody,False,125.0
1107,Black chainbody,False,125.0
1109,Mithril chainbody,False,125.0
1111,Adamant chainbody,False,125.0
1113,Rune chainbody,False,70.0
1115,Iron platebody,False,125.0
1117,Bronze platebody,False,125.0
1119,Steel platebody,False,125.0
1121,Mithril platebody,False,125.0
1123,Adamant platebody,False,125.0
1125,Black platebody,False,125.0
1127,Rune platebody,False,70.0
1129,Leather body,False,125.0
1131,Hardleather body,False,125.0
1133,Studded body,False,125.0
1135,Green d'hide body,False,125.0
1137,Iron med helm,False,125.0
1139,Bronze med helm,False,125.0
1141,Steel med helm,False,125.0
1143,Mithril med helm,False,125.0
1145,Adamant med helm,False,125.0
1147,Rune med helm,False,70.0
1149,Dragon med helm,True,8.0
1151,Black med helm,False,125.0
1153,Iron full helm,False,125.0
1155,Bronze full helm,False,125.0
1157,Steel full helm,False,125.0
1159,Mithril full helm,False,125.0
1161,Adamant full helm,False,125.0
1163,Rune full helm,False,70.0
1165,Black full helm,False,125.0
1167,Leather cowl,False,125.0
1169,Coif,False,125.0
1171,Wooden shield,False,125.0
1173,Bronze sq shield,False,125.0
1175,Iron sq shield,False,125.0
1177,Steel sq shield,False,125.0
1179,Black sq shield,False,125.0
1181,Mithril sq shield,False,125.0
1183,Adamant sq shield,False,125.0
1185,Rune sq shield,False,70.0
1187,Dragon sq shield,True,70.0
1189,Bronze kiteshield,False,125.0
1191,Iron kiteshield,False,125.0
1193,Steel kiteshield,False,125.0
1195,Black kiteshield,False,125.0
1197,Mithril kiteshield,False,125.0
1199,Adamant kiteshield,False,125.0
1201,Rune kiteshield,False,70.0
1203,Iron dagger,False,125.0
1205,Bronze dagger,False,125.0
1207,Steel dagger,False,125.0
1209,Mithril dagger,False,125.0
1211,Adamant dagger,False,125.0
1213,Rune dagger,False,70.0
1215,Dragon dagger,True,70.0
1217,Black dagger,False,125.0
1219,Iron dagger(p),True,125.0
1221,Bronze dagger(p),True,125.0
1223,Steel dagger(p),True,125.0
1225,Mithril dagger(p),True,125.0
1227,Adamant dagger(p),True,125.0
1229,Rune dagger(p),True,70.0
1231,Dragon dagger(p),True,70.0
1233,Black dagger(p),True,125.0
1237,Bronze spear,True,125.0
1239,Iron spear,True,125.0
1241,Steel spear,True,125.0
1243,Mithril spear,True,125.0
1245,Adamant spear,True,125.0
1247,Rune spear,True,70.0
1249,Dragon spear,True,70.0
1251,Bronze spear(p),True,125.0
1253,Iron spear(p),True,125.0
1255,Steel spear(p),True,125.0
1257,Mithril spear(p),True,125.0
1259,Adamant spear(p),True,125.0
1261,Rune spear(p),True,70.0
1263,Dragon spear(p),True,70.0
1265,Bronze pickaxe,False,40.0
1267,Iron pickaxe,False,40.0
1269,Steel pickaxe,False,40.0
1271,Adamant pickaxe,False,40.0
1273,Mithril pickaxe,False,40.0
1275,Rune pickaxe,False,40.0
1277,Bronze sword,False,125.0
1279,Iron sword,False,125.0
1281,Steel sword,False,125.0
1283,Black sword,False,125.0
1285,Mithril sword,False,125.0
1287,Adamant sword,False,125.0
1289,Rune sword,False,70.0
1291,Bronze longsword,False,125.0
1293,Iron longsword,False,125.0
1295,Steel longsword,False,125.0
1297,Black longsword,False,125.0
1299,Mithril longsword,False,125.0
1301,Adamant longsword,False,125.0
1303,Rune longsword,False,70.0
1305,Dragon longsword,True,70.0
1307,Bronze 2h sword,False,125.0
1309,Iron 2h sword,False,125.0
1311,Steel 2h sword,False,125.0
1313,Black 2h sword,False,125.0
1315,Mithril 2h sword,False,125.0
1317,Adamant 2h sword,False,125.0
1319,Rune 2h sword,False,70.0
1321,Bronze scimitar,False,125.0
1323,Iron scimitar,False,125.0
1325,Steel scimitar,False,125.0
1327,Black scimitar,False,125.0
1329,Mithril scimitar,False,125.0
1331,Adamant scimitar,False,125.0
1333,Rune scimitar,False,70.0
1335,Iron warhammer,False,125.0
1337,Bronze warhammer,False,125.0
1339,Steel warhammer,False,125.0
1341,Black warhammer,False,125.0
1343,Mithril warhammer,False,125.0
1345,Adamant warhammer,False,125.0
1347,Rune warhammer,False,70.0
1349,Iron axe,False,40.0
1351,Bronze axe,False,40.0
1353,Steel axe,False,40.0
1355,Mithril axe,False,40.0
1357,Adamant axe,False,40.0
1359,Rune axe,False,40.0
1361,Black axe,False,40.0
1363,Iron battleaxe,False,125.0
1365,Steel battleaxe,False,125.0
1367,Black battleaxe,False,125.0
1369,Mithril battleaxe,False,125.0
1371,Adamant battleaxe,False,125.0
1373,Rune battleaxe,False,70.0
1375,Bronze battleaxe,False,125.0
1377,Dragon battleaxe,True,70.0
1379,Staff,False,125.0
1381,Staff of air,False,125.0
1383,Staff of water,False,125.0
1385,Staff of earth,False,125.0
1387,Staff of fire,False,125.0
1389,Magic staff,False,125.0
1391,Battlestaff,True,11000.0
1393,Fire battlestaff,True,18000.0
1395,Water battlestaff,True,18000.0
1397,Air battlestaff,True,18000.0
1399,Earth battlestaff,True,18000.0
1401,Mystic fire staff,True,18000.0
1403,Mystic water staff,True,18000.0
1405,Mystic air staff,True,18000.0
1407,Mystic earth staff,True,18000.0
1420,Iron mace,False,125.0
1422,Bronze mace,False,125.0
1424,Steel mace,False,125.0
1426,Black mace,False,125.0
1428,Mithril mace,False,125.0
1430,Adamant mace,False,125.0
1432,Rune mace,False,70.0
1434,Dragon mace,True,70.0
1436,Rune essence,False,20000.0
1438,Air talisman,False,11000.0
1440,Earth talisman,False,11000.0
1442,Fire talisman,False,11000.0
1444,Water talisman,False,11000.0
1446,Body talisman,False,11000.0
1448,Mind talisman,False,11000.0
1452,Chaos talisman,True,11000.0
1454,Cosmic talisman,True,11000.0
1456,Death talisman,True,11000.0
1462,Nature talisman,True,11000.0
1464,Archery ticket,True,18000.0
1470,Red bead,False,11000.0
1472,Yellow bead,False,11000.0
1474,Black bead,False,11000.0
1476,White bead,False,11000.0
1478,Amulet of accuracy,False,5.0
1511,Logs,False,15000.0
1513,Magic logs,True,12000.0
1515,Yew logs,False,12000.0
1517,Maple logs,False,15000.0
1519,Willow logs,False,15000.0
1521,Oak logs,False,15000.0
1523,Lockpick,True,250.0
1539,Steel nails,False,13000.0
1540,Anti-dragon shield,False,125.0
1550,Garlic,False,11000.0
1552,Seasoned sardine,True,15.0
1573,Doogle leaves,True,15.0
1592,Ring mould,False,40.0
1595,Amulet mould,False,40.0
1597,Necklace mould,False,40.0
1599,Holy mould,False,40.0
1601,Diamond,False,11000.0
1603,Ruby,False,13000.0
1605,Emerald,False,13000.0
1607,Sapphire,False,13000.0
1609,Opal,True,13000.0
1611,Jade,True,13000.0
1613,Red topaz,True,11000.0
1615,Dragonstone,True,11000.0
1617,Uncut diamond,False,10000.0
1619,Uncut ruby,False,10000.0
1621,Uncut emerald,False,10000.0
1623,Uncut sapphire,False,10000.0
1625,Uncut opal,True,10000.0
1627,Uncut jade,True,10000.0
1629,Uncut red topaz,True,10000.0
1631,Uncut dragonstone,True,10000.0
1635,Gold ring,False,18000.0
1637,Sapphire ring,False,10000.0
1639,Emerald ring,False,10000.0
1641,Ruby ring,False,10000.0
1643,Diamond ring,False,10000.0
1645,Dragonstone ring,True,10000.0
1654,Gold necklace,False,18000.0
1656,Sapphire necklace,False,18000.0
1658,Emerald necklace,False,18000.0
1660,Ruby necklace,False,18000.0
1662,Diamond necklace,False,18000.0
1664,Dragon necklace,True,10000.0
1673,Gold amulet (u),False,18000.0
1675,Sapphire amulet (u),False,10000.0
1677,Emerald amulet (u),False,10000.0
1679,Ruby amulet (u),False,10000.0
1681,Diamond amulet (u),False,10000.0
1683,Dragonstone amulet (u),True,10000.0
1692,Gold amulet,False,18000.0
1694,Sapphire amulet,False,10000.0
1696,Emerald amulet,False,10000.0
1698,Ruby amulet,False,10000.0
1700,Diamond amulet,False,10000.0
1702,Dragonstone amulet,True,10000.0
1704,Amulet of glory,True,10000.0
1712,Amulet of glory(4),True,10000.0
1714,Unstrung symbol,False,10000.0
1716,Unblessed symbol,False,10000.0
1718,Holy symbol,False,125.0
1720,Unstrung emblem,True,10000.0
1722,Unpowered symbol,True,10000.0
1724,Unholy symbol,True,125.0
1725,Amulet of strength,False,125.0
1727,Amulet of magic,False,125.0
1729,Amulet of defence,False,125.0
1731,Amulet of power,False,125.0
1733,Needle,False,40.0
1734,Thread,False,18000.0
1735,Shears,False,40.0
1737,Wool,False,13000.0
1739,Cowhide,False,13000.0
1741,Leather,False,13000.0
1743,Hard leather,False,13000.0
1745,Green dragon leather,True,13000.0
1747,Black dragonhide,True,11000.0
1749,Red dragonhide,True,11000.0
1751,Blue dragonhide,True,13000.0
1753,Green dragonhide,True,13000.0
1755,Chisel,False,40.0
1757,Brown apron,False,40.0
1759,Ball of wool,False,13000.0
1761,Soft clay,False,13000.0
1763,Red dye,False,150.0
1765,Yellow dye,False,150.0
1767,Blue dye,False,150.0
1769,Orange dye,False,150.0
1771,Green dye,False,150.0
1773,Purple dye,False,150.0
1775,Molten glass,True,13000.0
1777,Bow string,True,13000.0
1779,Flax,True,13000.0
1781,Soda ash,True,13000.0
1783,Bucket of sand,True,13000.0
1785,Glassblowing pipe,True,40.0
1787,Unfired pot,False,10000.0
1789,Unfired pie dish,False,10000.0
1791,Unfired bowl,False,10000.0
1793,Woad leaf,False,11000.0
1794,Bronze wire,True,15.0
1823,Waterskin(4),True,2000.0
1831,Waterskin(0),True,10000.0
1833,Desert shirt,True,150.0
1835,Desert robe,True,150.0
1837,Desert boots,True,150.0
1854,Shantay pass (item),True,18000.0
1859,Raw ugthanki meat,True,11000.0
1861,Ugthanki meat,True,11000.0
1865,Pitta bread,True,11000.0
1869,Chopped tomato,True,11000.0
1871,Chopped onion,True,11000.0
1873,Chopped ugthanki,True,11000.0
1875,Onion & tomato,True,11000.0
1877,Ugthanki & onion,True,11000.0
1879,Ugthanki & tomato,True,11000.0
1881,Kebab mix,True,11000.0
1885,Ugthanki kebab,True,10000.0
1887,Cake tin,False,40.0
1891,Cake,False,6000.0
1897,Chocolate cake,False,6000.0
1905,Asgarnian ale,False,2000.0
1907,Wizard's mind bomb,False,2000.0
1909,Greenman's ale,True,2000.0
1911,Dragon bitter,True,2000.0
1913,Dwarven stout,False,2000.0
1915,Grog,True,2000.0
1917,Beer,False,2000.0
1919,Beer glass,False,10000.0
1921,Bowl of water,False,13000.0
1923,Bowl,False,13000.0
1925,Bucket,False,13000.0
1927,Bucket of milk,False,13000.0
1929,Bucket of water,False,13000.0
1931,Pot,False,13000.0
1933,Pot of flour,False,13000.0
1935,Jug,False,13000.0
1937,Jug of water,False,13000.0
1939,Swamp tar,True,13000.0
1941,Swamp paste,True,13000.0
1942,Potato,False,13000.0
1944,Egg,False,13000.0
1947,Grain,False,13000.0
1949,Chef's hat,False,150.0
1951,Redberries,False,13000.0
1953,Pastry dough,False,13000.0
1955,Cooking apple,False,13000.0
1957,Onion,False,13000.0
1959,Pumpkin,False,50.0
1961,Easter egg,False,50.0
1963,Banana,False,13000.0
1965,Cabbage,False,6000.0
1969,Spinach roll,False,50.0
1971,Kebab,False,6000.0
1973,Chocolate bar,False,13000.0
1975,Chocolate dust,False,13000.0
1978,Cup of tea,True,2000.0
1980,Empty cup,True,13000.0
1982,Tomato,False,13000.0
1985,Cheese,False,13000.0
1987,Grapes,False,20000.0
1989,Half full wine jug,False,50.0
1993,Jug of wine,False,6000.0
2003,Stew,False,10000.0
2007,Spice,True,11000.0
2011,Curry,True,10000.0
2015,Vodka,True,13000.0
2017,Whisky,True,13000.0
2019,Gin,True,13000.0
2021,Brandy,True,13000.0
2023,Cocktail guide,True,15.0
2025,Cocktail shaker,True,40.0
2026,Cocktail glass,True,13000.0
2028,Premade blurb' sp.,True,2000.0
2030,Premade choc s'dy,True,2000.0
2032,Premade dr' dragon,True,2000.0
2034,Premade fr' blast,True,2000.0
2036,Premade p' punch,True,2000.0
2038,Premade sgg,True,2000.0
2040,Premade wiz blz'd,True,2000.0
2048,Pineapple punch,True,2000.0
2054,Wizard blizzard,True,2000.0
2064,Blurberry special,True,2000.0
2074,Choc saturday,True,2000.0
2080,Short green guy,True,2000.0
2084,Fruit blast,True,2000.0
2092,Drunk dragon,True,2000.0
2102,Lemon,True,13000.0
2104,Lemon chunks,True,13000.0
2106,Lemon slices,True,13000.0
2108,Orange,True,13000.0
2110,Orange chunks,True,13000.0
2112,Orange slices,True,13000.0
2114,Pineapple,True,13000.0
2116,Pineapple chunks,True,13000.0
2118,Pineapple ring,True,13000.0
2120,Lime,True,13000.0
2122,Lime chunks,True,13000.0
2124,Lime slices,True,13000.0
2126,Dwellberries,True,13000.0
2128,Equa leaves,True,13000.0
2130,Pot of cream,True,13000.0
2132,Raw beef,False,13000.0
2134,Raw rat meat,False,13000.0
2136,Raw bear meat,False,13000.0
2138,Raw chicken,False,13000.0
2140,Cooked chicken,False,6000.0
2142,Cooked meat,False,6000.0
2150,Swamp toad (item),True,13000.0
2152,Toad's legs,True,13000.0
2162,King worm,True,13000.0
2164,Batta tin,True,40.0
2165,Crunchy tray,True,40.0
2166,Gnomebowl mould,True,40.0
2167,Gianne's cook book,True,15.0
2169,Gnome spice,True,13000.0
2171,Gianne dough,True,13000.0
2185,Chocolate bomb,True,6000.0
2187,Tangled toad's legs,True,6000.0
2191,Worm hole,True,6000.0
2195,Veg ball,True,6000.0
2203,Rock-climbing boots,True,0.0
2205,Worm crunchies,True,6000.0
2209,Chocchip crunchies,True,6000.0
2213,Spicy crunchies,True,6000.0
2217,Toad crunchies,True,6000.0
2219,Premade w'm batta,True,6000.0
2221,Premade t'd batta,True,6000.0
2223,Premade c+t batta,True,6000.0
2225,Premade fr't batta,True,6000.0
2227,Premade veg batta,True,6000.0
2229,Premade choc bomb,True,6000.0
2231,Premade ttl,True,6000.0
2233,Premade worm hole,True,6000.0
2235,Premade veg ball,True,6000.0
2237,Premade w'm crun',True,6000.0
2239,Premade ch' crunch,True,6000.0
2241,Premade s'y crunch,True,6000.0
2243,Premade t'd crunch,True,6000.0
2253,Worm batta,True,6000.0
2255,Toad batta,True,6000.0
2259,Cheese+tom batta,True,6000.0
2277,Fruit batta,True,6000.0
2281,Vegetable batta,True,6000.0
2283,Pizza base,False,11000.0
2289,Plain pizza,False,10000.0
2293,Meat pizza,False,10000.0
2297,Anchovy pizza,False,10000.0
2301,Pineapple pizza,True,10000.0
2307,Bread dough,False,13000.0
2309,Bread,False,6000.0
2313,Pie dish,False,500.0
2315,Pie shell,False,13000.0
2317,Uncooked apple pie,False,13000.0
2319,Uncooked meat pie,False,13000.0
2321,Uncooked berry pie,False,13000.0
2323,Apple pie,False,10000.0
2325,Redberry pie,False,15.0
2327,Meat pie,False,10000.0
2337,Raw oomlie,True,15.0
2341,Wrapped oomlie,True,15.0
2343,Cooked oomlie wrap,True,15.0
2347,Hammer,False,40.0
2349,Bronze bar,False,10000.0
2351,Iron bar,False,10000.0
2353,Steel bar,False,10000.0
2355,Silver bar,False,10000.0
2357,Gold bar,False,10000.0
2359,Mithril bar,False,10000.0
2361,Adamantite bar,False,10000.0
2363,Runite bar,False,10000.0
2366,Shield left half,True,50.0
2368,Shield right half,True,50.0
